word,en,meaning,sentence,reading,romaji,synonyms,language
alto,tall/high,Large height,Él es muy **alto**. — He is very **tall**.,,,,es
bajo,short/low,Small height,La mesa es **baja**. — The table is **low**.,,,,es
delgado,thin/slim,Small body mass,Ella es **delgada**. — She is **thin**.,,,,es
gordo,fat,Large body mass,Mi gato está **gordo**. — My cat is **fat**.,,,,es
rubio,blonde,Hair color,Tiene el pelo **rubio**. — He/She has **blonde** hair.,,,,es
moreno,brunette/dark-skinned,Dark hair/skin,Él es **moreno**. — He is **dark-haired/dark-skinned**.,,,,es
divertido,fun/funny,Entertaining,Es un juego **divertido**. — It is a **fun** game.,,,,es
peligroso,dangerous,Not safe,Es un lugar **peligroso**. — It is a **dangerous** place.,,,,es
seguro,safe/sure,Protected/Certain,Aquí estás **seguro**. — Here you are **safe**.,,,,es
todavía,still/yet,Continuance,**Todavía** no he comido. — I haven’t eaten **yet**.,,,,es
ya,already/now,Completed action,**Ya** terminé mi trabajo. — I **already** finished my work.,,,,es
después,after/afterward,Later time,Te veo **después**. — See you **later**.,,,,es
antes,before,Earlier time,Lávate las manos **antes** de comer. — Wash your hands **before** eating.,,,,es
almohada,pillow,Bed cushion,Necesito una **almohada** blanda. — I need a soft **pillow**.,,,,es
manta,blanket,Bed cover,"Tengo frío, dame una **manta**. — I’m cold, give me a **blanket**.",,,,es
jabón,soap,Cleaning agent,Lávate con **jabón**. — Wash yourself with **soap**.,,,,es
toalla,towel,Drying cloth,La **toalla** está mojada. — The **towel** is wet.,,,,es
cepillo,brush,Hair/teeth tool,El **cepillo** de dientes. — The tooth**brush**.,,,,es
primero,first,Ordinal number,Es el **primer** día. — It is the **first** day.,,,,es
último,last,Final,Es el **último** tren. — It is the **last** train.,,,,es
muchos,many,Plural quantity,Tengo **muchos** amigos. — I have **many** friends.,,,,es
bicicleta,bicycle,Two-wheeled vehicle,Voy al trabajo en **bicicleta**. — I go to work by **bicycle**.,,,,es
moto,motorcycle,Engine bike,Él tiene una **moto** roja. — He has a red **motorcycle**.,,,,es
parada,stop (bus/train),Waiting point,Bájate en la próxima **parada**. — Get off at the next **stop**.,,,,es
gasolinera,gas station,Fuel station,Hay una **gasolinera** cerca. — There is a **gas station** nearby.,,,,es
nube,cloud,Vapor in sky,No hay ni una **nube**. — There isn’t a single **cloud**.,,,,es
humedad,humidity,Moisture in air,Hay mucha **humedad** aquí. — There is a lot of **humidity** here.,,,,es
gafas,glasses,Eyewear,Llevo **gafas** de sol. — I am wearing sun**glasses**.,,,,es
paraguas,umbrella,Rain protection,No olvides el **paraguas**. — Don’t forget the **umbrella**.,,,,es
bolso,handbag/purse,Small bag,Lleva las llaves en el **bolso**. — She carries the keys in her **handbag**.,,,,es
cinturón,belt,Waist strap,Ponte el **cinturón**. — Put on your **belt**.,,,,es
entre,between/among,Position/Relation,La tienda está **entre** el banco y el cine. — The shop is **between** the bank and the cinema.,,,,es
sobre,on/about,Position/Topic,El libro está **sobre** la mesa. — The book is **on** the table.,,,,es
hacia,towards,Direction,Camina **hacia** la luz. — Walk **towards** the light.,,,,es
hasta,until/even,Limit,Trabajo **hasta** las seis. — I work **until** six.,,,,es
durante,during,Time period,Dormí **durante** la película. — I slept **during** the movie.,,,,es
contra,against,Opposition,El equipo juega **contra** Madrid. — The team plays **against** Madrid.,,,,es
alguien,someone/somebody,Person (unspecified),¿Hay **alguien** aquí? — Is **someone** here?,,,,es
nadie,no one/nobody,No person,**Nadie** sabe la verdad. — **No one** knows the truth.,,,,es
alguno,some/any,Indefinite quantity,¿Tienes **algún** libro bueno? — Do you have **any** good book?,,,,es
poner,to put/place,Set something,**Pon** las llaves aquí. — **Put** the keys here.,,,,es
salir,to leave/exit,Go out,Voy a **salir** con amigos. — I am going to **go out** with friends.,,,,es
traer,to bring,Carry to a place,¿Puedes **traer** agua? — Can you **bring** water?,,,,es
volver,to return/come back,Go back,Él **vuelve** mañana. — He **comes back** tomorrow.,,,,es
empezar,to start/begin,Initiate,La película **empieza** ahora. — The movie **starts** now.,,,,es
terminar,to finish/end,Complete,**Terminé** mi tarea. — I **finished** my homework.,,,,es
espalda,back,Body part,Me duele la **espalda**. — My **back** hurts.,,,,es
cuello,neck,Body part,Lleva una bufanda en el **cuello**. — She wears a scarf on her **neck**.,,,,es
dedo,finger/toe,Digit,Tengo un anillo en el **dedo**. — I have a ring on my **finger**.,,,,es
rodilla,knee,Leg joint,Se lastimó la **rodilla**. — He hurt his **knee**.,,,,es
estómago,stomach,Belly,Tengo dolor de **estómago**. — I have a **stomach** ache.,,,,es
hueso,bone,Skeletal part,El perro come un **hueso**. — The dog eats a **bone**.,,,,es
fiebre,fever,High temperature,El niño tiene **fiebre**. — The child has a **fever**.,,,,es
suelo,floor/ground,Surface,El juguete está en el **suelo**. — The toy is on the **floor**.,,,,es
mueble,furniture,Household item,Compramos un **mueble** nuevo. — We bought a new piece of **furniture**.,,,,es
basura,trash/garbage,Waste,"Saca la **basura**, por favor. — Take out the **trash**, please.",,,,es
escritorio,desk,Work table,Trabajo en mi **escritorio**. — I work at my **desk**.,,,,es
ayer,yesterday,Day before today,**Ayer** fue un día largo. — **Yesterday** was a long day.,,,,es
anteayer,day before yesterday,Two days ago,Llegué **anteayer**. — I arrived the **day before yesterday**.,,,,es
manera,way/manner,Method,No me gusta su **manera** de hablar. — I don’t like his **way** of speaking.,,,,es
forma,form/shape/way,Appearance/Method,Es una **forma** de vida. — It is a **way** of life.,,,,es
mejor,better/best,Superior,Eres mi **mejor** amigo. — You are my **best** friend.,,,,es
peor,worse/worst,Inferior,Es la **peor** película. — It is the **worst** movie.,,,,es
importante,important,Relevant,Es una cita **importante**. — It is an **important** appointment.,,,,es
reserva,reservation,Booking,Tengo una **reserva** a nombre de Juan. — I have a **reservation** under the name Juan.,,,,es
pasaporte,passport,Travel document,No olvides tu **pasaporte**. — Don’t forget your **passport**.,,,,es
equipaje,luggage,Bags/Suitcases,Mi **equipaje** es muy pesado. — My **luggage** is very heavy.,,,,es
ida y vuelta,round trip,Two-way journey,Un billete de **ida y vuelta**. — A **round-trip** ticket.,,,,es
llegada,arrival,Coming to a place,La **llegada** del vuelo es a las diez. — The **arrival** of the flight is at ten.,,,,es
salida,departure/exit,Leaving a place,¿Dónde está la **salida** de emergencia? — Where is the emergency **exit**?,,,,es
recepción,reception,Check-in area,Deja la llave en la **recepción**. — Leave the key at the **reception**.,,,,es
propina,tip,Gratuity,Dejé una buena **propina**. — I left a good **tip**.,,,,es
turista,tourist,Traveler,La ciudad está llena de **turistas**. — The city is full of **tourists**.,,,,es
oferta,offer/sale,Discounted price,Este móvil está en **oferta**. — This phone is on **sale**.,,,,es
rebajas,sales,Discount season,Me gusta comprar en las **rebajas**. — I like shopping during the **sales**.,,,,es
talla,size (clothing),Measurement,¿Qué **talla** usas? — What **size** do you wear?,,,,es
probarse,to try on,Testing clothes,¿Puedo **probarme** esta camisa? — Can I **try on** this shirt?,,,,es
caja,cash register/box,Checkout point,"Paga en la **caja**, por favor. — Pay at the **register**, please.",,,,es
recibo,receipt,Proof of purchase,Guarda el **recibo** por si acaso. — Keep the **receipt** just in case.,,,,es
descuento,discount,Price reduction,Tengo un cupón de **descuento**. — I have a **discount** coupon.,,,,es
gratis,free,Zero cost,El agua es **gratis**. — The water is **free**.,,,,es
pantalla,screen,Display,La **pantalla** de mi móvil está rota. — My phone **screen** is broken.,,,,es
archivo,file,Digital document,Envíame el **archivo** por correo. — Send me the **file** by email.,,,,es
enlace,link,Hyperlink,Haz clic en el **enlace**. — Click on the **link**.,,,,es
descargar,to download,Get from internet,Quiero **descargar** esta canción. — I want to **download** this song.,,,,es
cargar,to charge/load,Power up/Fill,Necesito **cargar** mi batería. — I need to **charge** my battery.,,,,es
contraseña,password,Security code,Olvidé mi **contraseña**. — I forgot my **password**.,,,,es
ratón,mouse,Computer tool/Animal,El **ratón** no funciona. — The **mouse** doesn’t work.,,,,es
teclado,keyboard,Typing tool,El **teclado** tiene luces. — The **keyboard** has lights.,,,,es
señal,signal,Reception,No tengo buena **señal** aquí. — I don’t have a good **signal** here.,,,,es
aplicación,app,Software,Es una **aplicación** muy útil. — It is a very useful **app**.,,,,es
abogado,lawyer,Legal professional,Necesito hablar con mi **abogado**. — I need to speak with my **lawyer**.,,,,es
enfermero,nurse,Healthcare worker,El **enfermero** me puso una vacuna. — The **nurse** gave me a vaccine.,,,,es
camarero,waiter,Server,El **camarero** es muy amable. — The **waiter** is very kind.,,,,es
peluquero,hairdresser,Hair stylist,Voy al **peluquero** el sábado. — I am going to the **hairdresser** on Saturday.,,,,es
bombero,firefighter,Emergency worker,Los **bomberos** apagaron el fuego. — The **firefighters** put out the fire.,,,,es
policía,police officer,Law enforcement,Llamé a la **policía**. — I called the **police**.,,,,es
actor,actor,Performer,Él es un **actor** famoso. — He is a famous **actor**.,,,,es
músico,musician,Music professional,Mi hermano es **músico**. — My brother is a **musician**.,,,,es
cartero,mailman,Postal worker,El **cartero** trajo un paquete. — The **mailman** brought a package.,,,,es
cocinero,cook/chef,Food professional,Es el mejor **cocinero** de la ciudad. — He is the best **cook** in town.,,,,es
ambulancia,ambulance,Emergency vehicle,Llamen a una **ambulancia**. — Call an **ambulance**.,,,,es
herida,wound/injury,Physical hurt,Es una **herida** profunda. — It is a deep **wound**.,,,,es
síntoma,symptom,Sign of illness,¿Cuáles son los **síntomas**? — What are the **symptoms**?,,,,es
vacuna,vaccine,Immunization,La **vacuna** es importante. — The **vaccine** is important.,,,,es
alergia,allergy,Reaction,Tengo **alergia** al polen. — I have an **allergy** to pollen.,,,,es
mareado,dizzy/nauseous,Unsteady feeling,Me siento **mareado**. — I feel **dizzy**.,,,,es
cita,appointment/date,Scheduled meeting,Tengo una **cita** médica. — I have a medical **appointment**.,,,,es
gracioso,funny,Amusing,Tu amigo es muy **gracioso**. — Your friend is very **funny**.,,,,es
serio,serious,Not joking,Es un hombre muy **serio**. — He is a very **serious** man.,,,,es
cobarde,coward,Not brave,No seas **cobarde**. — Don’t be a **coward**.,,,,es
grosero,rude,Politely deficient,Él fue muy **grosero** conmigo. — He was very **rude** to me.,,,,es
educado,polite/educated,Well-mannered,Es un joven muy **educado**. — He is a very **polite** young man.,,,,es
fiel,faithful,Loyal,Un perro es un amigo **fiel**. — A dog is a **faithful** friend.,,,,es
tímido,shy,Socially cautious,Ella es un poco **tímida**. — She is a bit **shy**.,,,,es
optimista,optimistic,Positive outlook,Siempre trato de ser **optimista**. — I always try to be **optimistic**.,,,,es
pesimista,pessimistic,Negative outlook,No seas tan **pesimista**. — Don’t be so **pessimistic**.,,,,es
fracaso,failure,Lack of success,No tengas miedo al **fracaso**. — Don’t be afraid of **failure**.,,,,es
esfuerzo,effort,Exertion,Vale la pena el **esfuerzo**. — The **effort** is worth it.,,,,es
riesgo,risk,Danger/Chance,Es un **riesgo** innecesario. — It is an unnecessary **risk**.,,,,es
premio,prize/award,Reward,Ganó el primer **premio**. — He won the first **prize**.,,,,es
castigo,punishment,Penalty,El **castigo** fue severo. — The **punishment** was severe.,,,,es
igualdad,equality,Sameness in status,Luchamos por la **igualdad**. — We fight for **equality**.,,,,es
realidad,reality,Actual state,Esa es la **realidad**. — That is the **reality**.,,,,es
romper,to break,Fracture,Se me **rompió** el móvil. — My phone **broke**.,,,,es
arreglar,to fix,Repair,Tengo que **arreglar** el grifo. — I have to **fix** the tap.,,,,es
olvidar,to forget,Not remember,Lo **olvidé** por completo. — I completely **forgot** it.,,,,es
permitir,to permit/allow,Give permission,No se **permite** fumar. — Smoking is not **allowed**.,,,,es
prohibir,to forbid/ban,Disallow,Está **prohibido** entrar. — It is **forbidden** to enter.,,,,es
madera,wood,Natural material,La mesa es de **madera**. — The table is made of **wood**.,,,,es
metal,metal,Hard material,La puerta es de **metal**. — The door is made of **metal**.,,,,es
algodón,cotton,Soft fabric,Una camiseta de **algodón**. — A **cotton** t-shirt.,,,,es
vidrio,glass (material),Transparent material,Ten cuidado con el **vidrio**. — Be careful with the **glass**.,,,,es
plástico,plastic,Synthetic material,Una bolsa de **plástico**. — A **plastic** bag.,,,,es
cuero,leather,Animal skin material,Una chaqueta de **cuero**. — A **leather** jacket.,,,,es
lana,wool,Sheep fiber,Este jersey es de **lana**. — This sweater is made of **wool**.,,,,es
áspero,rough,Uneven texture,La pared es **áspera**. — The wall is **rough**.,,,,es
sartén,frying pan,Cooking tool,Pon el aceite en la **sartén**. — Put the oil in the **frying pan**.,,,,es
olla,pot,Deep cooking vessel,Una **olla** de sopa. — A **pot** of soup.,,,,es
hervir,to boil,Heat liquid,El agua está a punto de **hervir**. — The water is about to **boil**.,,,,es
freír,to fry,Cook in oil,Me gusta **freír** patatas. — I like **to fry** potatoes.,,,,es
hornear,to bake,Cook in oven,Voy a **hornear** un pastel. — I am going **to bake** a cake.,,,,es
mezclar,to mix,Combine,**Mezcla** los ingredientes. — **Mix** the ingredients.,,,,es
ingrediente,ingredient,Food component,¿Qué **ingredientes** necesitas? — What **ingredients** do you need?,,,,es
sabor,flavor,Taste,Tiene un **sabor** dulce. — It has a sweet **flavor**.,,,,es
picante,spicy,Hot taste,La comida mexicana es **picante**. — Mexican food is **spicy**.,,,,es
informe,report,Written document,Debo terminar el **informe**. — I must finish the **report**.,,,,es
firma,signature,Name writing,Necesito tu **firma** aquí. — I need your **signature** here.,,,,es
colega,colleague,Coworker,Hablo con mis **colegas**. — I speak with my **colleagues**.,,,,es
despido,dismissal/firing,Job loss,Fue un **despido** injusto. — It was an unfair **dismissal**.,,,,es
contrato,contract,Legal agreement,Firma el **contrato**. — Sign the **contract**.,,,,es
valle,valley,Land between mountains,Un **valle** verde. — A green **valley**.,,,,es
lago,lake,Still water body,Nadamos en el **lago**. — We swim in the **lake**.,,,,es
costa,coast,Land by sea,Vivimos en la **costa**. — We live on the **coast**.,,,,es
volcán,volcano,Lava mountain,El **volcán** está activo. — The **volcano** is active.,,,,es
fiesta,party,Celebration,¿Vienes a la **fiesta**? — Are you coming to the **party**?,,,,es
regalo,gift,Present,Tengo un **regalo** para ti. — I have a **gift** for you.,,,,es
invitación,invitation,Request to attend,Gracias por la **invitación**. — Thanks for the **invitation**.,,,,es
brindar,to toast,Drink to health,Vamos a **brindar** por ti. — Let’s **toast** to you.,,,,es
felicitar,to congratulate,Praise achievement,Te quiero **felicitar**. — I want **to congratulate** you.,,,,es
cumpleaños,birthday,Birth anniversary,¡Feliz **cumpleaños**! — Happy **birthday**!,,,,es
boda,wedding,Marriage ceremony,La **boda** fue hermosa. — The **wedding** was beautiful.,,,,es
diversión,fun,Enjoyment,La **diversión** está asegurada. — **Fun** is guaranteed.,,,,es
chiste,joke,Funny story,Cuéntame un **chiste**. — Tell me a **joke**.,,,,es
reunirse,to meet up,Gather socially,Nos vamos a **reunir** el sábado. — We are going **to meet up** on Saturday.,,,,es
girar,to turn,Change direction,**Gira** a la derecha. — **Turn** right.,,,,es
mover,to move,Change position,No puedo **mover** la mesa. — I can’t **move** the table.,,,,es
acercarse,to approach/get closer,Reduce distance,**Acércate** un poco más. — **Get** a little **closer**.,,,,es
alejarse,to move away,Increase distance,El coche se está **alejando**. — The car is **moving away**.,,,,es
detenerse,to stop oneself,Cease movement,El tren **se detuvo**. — The train **stopped**.,,,,es
avanzar,to advance/move forward,Progress,Debemos **avanzar** con cuidado. — We must **move forward** with care.,,,,es
cruzar,to cross,Go across,**Cruza** la calle ahora. — **Cross** the street now.,,,,es
caerse,to fall down,Drop to ground,"Cuidado, no te **caigas**. — Careful, don’t **fall**.",,,,es
pulmón,lung,Breathing organ,El tabaco daña el **pulmón**. — Tobacco damages the **lung**.,,,,es
cerebro,brain,Thinking organ,El **cerebro** es complejo. — The **brain** is complex.,,,,es
ceja,eyebrow,Hair above eye,Él levantó una **ceja**. — He raised an **eyebrow**.,,,,es
pestaña,eyelash,Hair on eyelid,Tienes una **pestaña** en la cara. — You have an **eyelash** on your face.,,,,es
muñeca,wrist/doll,Hand joint,Me duele la **muñeca**. — My **wrist** hurts.,,,,es
tobillo,ankle,Foot joint,Se torció el **tobillo**. — He sprained his **ankle**.,,,,es
hígado,liver,Organ,El alcohol afecta al **hígado**. — Alcohol affects the **liver**.,,,,es
casualidad,coincidence/chance,Accident,Fue por **casualidad**. — It was by **chance**.,,,,es
sabiduría,wisdom,Knowledge,La **sabiduría** de los ancianos. — The **wisdom** of the elders.,,,,es
opinión,opinion,Viewpoint,"En mi **opinión**, es mejor así. — In my **opinion**, it’s better this way.",,,,es
valor,value/courage,Worth/Bravado,Tiene mucho **valor**. — He has a lot of **courage/value**.,,,,es
respeto,respect,Esteem,El **respeto** es mutuo. — **Respect** is mutual.,,,,es
equipo,team,Group of players,Mi **equipo** favorito ganó. — My favorite **team** won.,,,,es
estadio,stadium,Sports arena,El **estadio** está lleno. — The **stadium** is full.,,,,es
entrenar,to train/work out,Physical practice,Tengo que **entrenar** hoy. — I have to **work out** today.,,,,es
pelota,ball,Round object for play,Lanza la **pelota**. — Throw the **ball**.,,,,es
carrera,race/career,Competition of speed,La **carrera** empieza ahora. — The **race** starts now.,,,,es
gimnasio,gym,Exercise facility,Voy al **gimnasio** por la mañana. — I go to the **gym** in the morning.,,,,es
pesas,weights,Lifting equipment,Levanto **pesas** tres veces por semana. — I lift **weights** three times a week.,,,,es
marcador,score/scoreboard,Result of game,¿Cuál es el **marcador**? — What is the **score**?,,,,es
árbitro,referee,Game official,El **árbitro** pitó el final. — The **referee** blew the whistle for the end.,,,,es
empate,tie/draw,Equal score,El partido terminó en **empate**. — The game ended in a **tie**.,,,,es
escenario,stage,Performance area,El actor subió al **escenario**. — The actor went on **stage**.,,,,es
obra,work (of art/play),Creation,Es una **obra** maestra. — It is a master**piece**.,,,,es
guion,script,Written play/movie,El **guion** es muy original. — The **script** is very original.,,,,es
pincel,paintbrush,Painting tool,Necesito un **pincel** fino. — I need a fine **paintbrush**.,,,,es
concierto,concert,Music performance,Fui a un **concierto** de rock. — I went to a rock **concert**.,,,,es
teatro,theater,Performance building,Me gusta ir al **teatro**. — I like going to the **theater**.,,,,es
exposición,exhibition,Art display,Una **exposición** de fotografía. — A photography **exhibition**.,,,,es
rodar,to film/roll,Record a movie,Van a **rodar** en Madrid. — They are going **to film** in Madrid.,,,,es
suscripción,subscription,Regular service access,Tengo una **suscripción** a Netflix. — I have a Netflix **subscription**.,,,,es
enchufe,plug/socket,Power outlet,¿Dónde hay un **enchufe**? — Where is there a **socket**?,,,,es
cable,cable/wire,Electrical line,El **cable** es demasiado corto. — The **cable** is too short.,,,,es
bombilla,light bulb,Glass lamp part,Se fundió la **bombilla**. — The **light bulb** blew out.,,,,es
interruptor,switch,Light toggle,Pulsa el **interruptor**. — Press the **switch**.,,,,es
grifo,faucet/tap,Water valve,Cierra el **grifo**. — Turn off the **tap**.,,,,es
fregadero,kitchen sink,Washing basin,Los platos están en el **fregadero**. — The dishes are in the **sink**.,,,,es
persiana,blind/shutter,Window cover,Baja la **persiana**. — Lower the **blind**.,,,,es
alfombra,rug/carpet,Floor covering,Una **alfombra** roja. — A red **carpet**.,,,,es
herramienta,tool,Working implement,La caja de **herramientas**. — The **tool**box.,,,,es
tornillo,screw,Fastener,Aprieta el **tornillo**. — Tighten the **screw**.,,,,es
niebla,fog,Low clouds,Hay mucha **niebla** en la carretera. — There is a lot of **fog** on the road.,,,,es
granizo,hail,Ice rain,Cayó **granizo** ayer. — It **hailed** yesterday.,,,,es
tormenta,storm,Severe weather,Viene una **tormenta**. — A **storm** is coming.,,,,es
rayo,lightning bolt,Electrical flash,Vi un **rayo** en el cielo. — I saw a flash of **lightning** in the sky.,,,,es
trueno,thunder,Storm sound,El **trueno** fue muy fuerte. — The **thunder** was very loud.,,,,es
marea,tide,Sea level change,La **marea** está subiendo. — The **tide** is coming in.,,,,es
orilla,shore/edge,Land by water,Caminamos por la **orilla** del mar. — We walk along the **shore**.,,,,es
cima,summit/top,Peak of mountain,Llegamos a la **cima**. — We reached the **summit**.,,,,es
sendero,path/trail,Walking track,Sigue el **sendero**. — Follow the **trail**.,,,,es
nieva,it snows,Snow falling,En invierno **nieva**. — In winter **it snows**.,,,,es
votar,to vote,Cast a ballot,Es importante **votar**. — It is important **to vote**.,,,,es
huelga,strike,Labor protest,Hay una **huelga** de trenes. — There is a train **strike**.,,,,es
manifestación,protest/demonstration,Public gathering,Una **manifestación** pacífica. — A peaceful **protest**.,,,,es
alcalde,mayor,City leader,El **alcalde** de la ciudad. — The **mayor** of the city.,,,,es
multa,fine/ticket,Monetary penalty,Me pusieron una **multa**. — I got a **fine**.,,,,es
cárcel,jail/prison,Detention center,Fue a la **cárcel**. — He went to **jail**.,,,,es
delito,crime,Illegal act,Cometer un **delito**. — To commit a **crime**.,,,,es
agradecer,to thank/be grateful,Express thanks,Te lo **agradezco** mucho. — I **thank** you very much for it.,,,,es
soñar,to dream,Sleep visions,**Sueño** con viajar. — I **dream** of traveling.,,,,es
adivinar,to guess,Predict/Estimate,¿Puedes **adivinar** qué es? — Can you **guess** what it is?,,,,es
insistir,to insist,Be firm on a point,**Insisto** en pagar yo. — I **insist** on paying.,,,,es
rechazar,to reject,Refuse,**Rechazaron** mi oferta. — They **rejected** my offer.,,,,es
aceptar,to accept,Agree to,**Acepto** las condiciones. — I **accept** the conditions.,,,,es
sorprender,to surprise,Shock/Amaze,Me **sorprende** verte aquí. — It **surprises** me to see you here.,,,,es
disculpar,to apologize/excuse,Ask for forgiveness,"**Disculpe**, ¿puede ayudarme? — **Excuse me**, can you help me?",,,,es
cremallera,zipper,Fastener,Se rompió la **cremallera**. — The **zipper** broke.,,,,es
botón,button,Small fastener,Le falta un **botón**. — It’s missing a **button**.,,,,es
manga,sleeve,Arm part of clothing,Una camisa de **manga** larga. — A long-**sleeve** shirt.,,,,es
seda,silk,Fine fabric,Un pañuelo de **seda**. — A **silk** scarf.,,,,es
pareja,partner/couple,Romantic pair,Son una **pareja** feliz. — They are a happy **couple**.,,,,es
vecino,neighbor,Person living nearby,Mi **vecino** es muy ruidoso. — My **neighbor** is very noisy.,,,,es
conocido,acquaintance,Person known slightly,Es solo un **conocido**. — He is just an **acquaintance**.,,,,es
enemigo,enemy,Opponent,El **enemigo** está cerca. — The **enemy** is near.,,,,es
socio,partner (business),Work associate,Hablé con mi **socio**. — I spoke with my **business partner**.,,,,es
seguir,to follow/continue,Persistence/Direction,Debes **seguir** derecho. — You must **go** straight.,,,,es
ocurrir,to happen,Take place,¿Qué acaba de **ocurrir**? — What just **happened**?,,,,es
realizar,to perform/carry out,Complete an action,Ella **realizó** un gran trabajo. — She **carried out** a great job.,,,,es
tratar,to try/treat,Attempt/Behavior,Voy a **tratar** de dormir. — I am going **to try** to sleep.,,,,es
convertir,to convert/turn into,Transformation,El agua se **convirtió** en hielo. — The water **turned into** ice.,,,,es
suponer,to suppose/assume,Inference,**Supongo** que tienes razón. — I **suppose** you are right.,,,,es
aparecer,to appear,Become visible,El sol **aparece** por el este. — The sun **appears** in the east.,,,,es
explicar,to explain,Clarify,¿Puedes **explicarme** esto? — Can you **explain** this to me?,,,,es
producir,to produce,Create/Cause,La fábrica **produce** coches. — The factory **produces** cars.,,,,es
intentar,to try/attempt,Effort to do,**Intenta** abrir la ventana. — **Try** to open the window.,,,,es
estado,state/status/condition,Condition/Political entity,El **estado** de la carretera es malo. — The **condition** of the road is bad.,,,,es
sistema,system,Organized method,Un **sistema** muy complejo. — A very complex **system**.,,,,es
sociedad,society,Community,Vivimos en una **sociedad** moderna. — We live in a modern **society**.,,,,es
relación,relationship/relation,Connection,Tengo una buena **relación** con él. — I have a good **relationship** with him.,,,,es
hecho,fact/event,Something that happened,Es un **hecho** histórico. — It is a historical **fact**.,,,,es
momento,moment,Brief time,"Un **momento**, por favor. — One **moment**, please.",,,,es
punto,point/dot,Spot/Period,Llegamos al mismo **punto**. — We arrived at the same **point**.,,,,es
nivel,level,Height/Degree,Mi **nivel** de español es básico. — My Spanish **level** is basic.,,,,es
caso,case,Instance/Situation,"En ese **caso**, no voy. — In that **case**, I’m not going.",,,,es
propio,own,Belonging to oneself,Tengo mi **propio** coche. — I have my **own** car.,,,,es
posible,possible,Capable of happening,Todo es **posible**. — Everything is **possible**.,,,,es
único,unique/only,Single/Special,Eres mi **único** amigo. — You are my **only** friend.,,,,es
siguiente,following/next,Immediate after,En la **siguiente** calle. — In the **next** street.,,,,es
anterior,previous,Coming before,La página **anterior**. — The **previous** page.,,,,es
claro,clear/light,Transparent/Understandable,Está muy **claro**. — It is very **clear**.,,,,es
general,general,Non-specific,"En **general**, me gusta. — In **general**, I like it.",,,,es
nacional,national,Relating to a nation,El equipo **nacional**. — The **national** team.,,,,es
social,social,Relating to society,Un problema **social**. — A **social** problem.,,,,es
alrededor,around,Surrounding,Miré a mi **alrededor**. — I looked **around** me.,,,,es
apenas,hardly/barely,Scarcely,**Apenas** puedo verte. — I can **barely** see you.,,,,es
cerca,near/close,Short distance,Vivo muy **cerca**. — I live very **close**.,,,,es
lejos,far,Long distance,Está muy **lejos**. — It is very **far**.,,,,es
así que,so/therefore,Consequence,"Tenía hambre, **así que** comí. — I was hungry, **so** I ate.",,,,es
aún,even/still,Continuance,**Aún** no ha llegado. — He hasn’t arrived **yet/still**.,,,,es
lado,side,Flank/Direction,A mi **lado**. — By my **side**.,,,,es
medio,middle/half/means,Center/Method,En **medio** de la calle. — In the **middle** of the street.,,,,es
fin,end/purpose,Conclusion,"Al **fin** terminó. — At the **end**, it finished.",,,,es
tipo,type/guy,Kind/Category,¿Qué **tipo** de música te gusta? — What **type** of music do you like?,,,,es
grupo,group,Collection,Un **grupo** de amigos. — A **group** of friends.,,,,es
humanidad,humanity,Human race,Un gran paso para la **humanidad**. — A big step for **humanity**.,,,,es
interés,interest,Curiosity/Benefit,No tengo **interés**. — I have no **interest**.,,,,es
posibilidad,possibility,Chance,Hay una **posibilidad**. — There is a **possibility**.,,,,es
artículo,article,Writing/Item,Leí el **artículo**. — I read the **article**.,,,,es
dirección,direction/address,Location/Way,¿Cuál es tu **dirección**? — What is your **address**?,,,,es
compañía,company,Business/Presence,Gracias por tu **compañía**. — Thanks for your **company**.,,,,es
acción,action/stock,Doing something,Es hora de pasar a la **acción**. — It’s time for **action**.,,,,es
miembro,member,Part of a group,Soy **miembro** del club. — I am a **member** of the club.,,,,es
cambiar,to change,Modify/Alter,Quiero **cambiar** mi estilo de vida. — I want **to change** my lifestyle.,,,,es
ofrecer,to offer,Provide/Propose,Te **ofrezco** mi ayuda. — I **offer** you my help.,,,,es
elegir,to choose/elect,Select,Tienes que **elegir** un color. — You have **to choose** a color.,,,,es
cumplir,to fulfill/reach (age),Complete a task/age,Mañana **cumplo** treinta años. — Tomorrow I **turn** thirty.,,,,es
descansar,to rest,Relax,Necesito **descansar** un poco. — I need **to rest** a little.,,,,es
añadir,to add,Include more,**Añade** un poco de sal. — **Add** a little salt.,,,,es
nacer,to be born,Start of life,Mi sobrino **nació** ayer. — My nephew **was born** yesterday.,,,,es
morir,to die,End of life,La planta se **murió**. — The plant **died**.,,,,es
sacar,to take out,Remove,**Saca** las llaves del bolso. — **Take** the keys **out** of the bag.,,,,es
meter,to put in,Insert,**Mete** la ropa en la maleta. — **Put** the clothes in the suitcase.,,,,es
historia,history/story,Narrative/Past events,Cuéntame una **historia**. — Tell me a **story**.,,,,es
situación,situation,Circumstance,Es una **situación** complicada. — It is a complicated **situation**.,,,,es
experiencia,experience,Knowledge through doing,Fue una gran **experiencia**. — It was a great **experience**.,,,,es
diferencia,difference,Distinction,¿Cuál es la **diferencia**? — What is the **difference**?,,,,es
personal,personal,Private/Individual,Es una opinión **personal**. — It is a **personal** opinion.,,,,es
