word,en,meaning,sentence,reading,romaji,synonyms,language
来年,next year,The following year,来年大学を卒業する。 — I graduate college next year.,らいねん,rainen,,ja
晩 / 夜,evening / night,Late part of day,"夜は冷えますね。 — It gets cold at night, doesn't it?",ばん / よる,ban / yoru,今夜 (konya),ja
声,voice,Sound from mouth,大きい声で話して。 — Speak with a loud voice.,こえ,koe,,ja
交番,police box,Small police station,交番で道を聞く。 — I ask for directions at the police box.,こうばん,kouban,,ja
角,corner,Turning point,角を曲がる。 — Turn the corner.,かど,kado,,ja
近く,near,Close by,駅の近く。 — Near the station.,ちかく,chikaku,付近 (fukin),ja
遠く,far,Distant,遠くに見える。 — Visible in the distance.,とおく,tooku,遥か (haruka),ja
成る,to become,Change of state,医者になりたい。 — I want to become a doctor.,なる,naru,,ja
考える,to think / consider,Mental process,将来について考える。 — I think about the future.,かんがえる,kangaeru,思う (omou),ja
休む,to rest / be absent,Taking a break,今日は仕事を休みます。 — I'm taking the day off work today.,やすむ,yasumu,休憩する (kyuukei suru),ja
貸す,to lend,Giving temporarily,ペンを貸してください。 — Please lend me a pen.,かす,kasu,,ja
借りる,to borrow,Taking temporarily,本を借りる。 — I borrow a book.,かりる,kariru,,ja
消す,to turn off / erase,Extinguishing / deleting,テレビを消す。 — Turn off the TV.,けす,kesu,オフにする (ofu ni suru),ja
点ける,to turn on,Activating light/power,電気を点ける。 — Turn on the light.,つける,tsukeru,オンにする (on ni suru),ja
運ぶ,to carry / transport,Moving an object,荷物を運ぶ。 — I carry the luggage.,はこぶ,hakobu,輸送する (yusou suru),ja
選ぶ,to choose / select,Making a choice,好きな色を選ぶ。 — Choose the color you like.,えらぶ,erabu,選択する (sentaku suru),ja
手伝う,to help / assist,Lending a hand,母の手伝いをする。 — I help my mother.,てつだう,tetsudau,助ける (tasukeru),ja
重い,heavy,Weight (large),この鞄は重い。 — This bag is heavy.,おもい,omoi,,ja
軽い,light,Weight (small),この靴はとても軽い。 — These shoes are very light.,かるい,karui,,ja
暗い,dark,Lacking light,部屋が暗い。 — The room is dark.,くらい,kurai,,ja
明るい,bright / cheerful,Light or personality,明るい色。 — A bright color.,あかるい,akarui,陽気 (youki),ja
速い,fast,Speed (quick),走るのが速い。 — He runs fast.,はやい,hayai,迅速 (jinsoku),ja
不便,inconvenient,Not useful,ここは交通が不便だ。 — Transport is inconvenient here.,ふべん,fuben,,ja
暇,free time / bored,Not busy,今日は暇です。 — I am free today.,ひま,hima,,ja
親切,kind,Polite / helpful,あの人は親切です。 — That person is kind.,しんせつ,shinsetsu,優しい (yasashii),ja
一番,the most / number one,Superlative,これが一番好き。 — I like this the best.,いちばん,ichiban,最高 (saikou),ja
最初,the first / beginning,Starting point,最初は難しい。 — It's difficult at first.,さいしょ,saisho,第一 (daiichi),ja
最後,the last / final,Ending point,これが最後です。 — This is the last one.,さいご,saigo,最終 (saishu u),ja
理由,reason,Cause / motive,遅れた理由。 — The reason for being late.,りゆう,riyuu,原因 (genin),ja
方法,method / way,Technique,使い方が分からない。 — I don't know the way to use it.,ほうほう,houhou,やり方 (yarikata),ja
意見,opinion,Viewpoint,意見を言う。 — State an opinion.,いけん,iken,,ja
連絡,contact,Communication,後で連絡します。 — I will contact you later.,れんらく,renraku,,ja
相談,consultation,Discussing a problem,友達に相談する。 — Consult with a friend.,そうだん,soudan,,ja
注意,caution / warning,Carefulness,火の用心。 — Be careful with fire.,ちゅうい,chuui,用心 (youjin),ja
反対,opposite / against,Disagreement / reverse,意見に反対する。 — I oppose the opinion.,はんたい,hantai,逆 (gyaku),ja
賛成,agreement,Approval / support,提案に賛成する。 — I agree with the proposal.,さんせい,sansei,同意 (douyi),ja
絶対,absolutely,Certainty,絶対に忘れない。 — I will absolutely not forget.,ぜったい,zettai,必ず (kanarazu),ja
特に,especially,Particularly,特にこれが好き。 — I especially like this.,とくに,tokuni,,ja
大体,mostly / roughly,Approximate,大体分かった。 — I mostly understood.,だいたい,daitai,ほぼ (hobo),ja
必ず,without fail,Necessity,必ず来てください。 — Please come without fail.,かならず,kanarazu,絶対に (zettai ni),ja
少しも,not at all (with neg.),Zero amount,少しも怖くない。 — I'm not a bit scared.,すこしも,sukoshi mo,全然 (zenzen),ja
やっと,finally / at last,Achieved with effort,やっと終わった。 — Finally finished.,やっと,yatto,ついに (tsuini),ja
ついに,finally / in the end,Conclusion of events,ついに別れた。 — Finally broke up.,ついに,tsuini,とうとう (toutou),ja
もし,if,Supposition,"もし雨なら行きません。 — If it rains, I won't go.",もし,moshi,,ja
しかし,however,Contrast,"しかし、高いです。 — However, it is expensive.",しかし,shikashi,でも (demo),ja
そして,and / then,Addition / sequence,"そして、彼は去った。 — And then, he left.",そして,soshite,,ja
だから,so / therefore,Cause and effect,"忙しい、だから行けない。 — I'm busy, so I can't go.",だから,dakara,それで (sorede),ja
決める,to decide,Make a choice,卒業後の進路を決める。 — I decide my path after graduation.,きめる,kimeru,決定する (kettei suru),ja
探す,to search / look for,Looking for an object,失くした鍵を探す。 — I am looking for the lost keys.,さがす,sagasu,探索する (tansaku suru),ja
怒る,to get angry,Feeling mad,先生が怒った。 — The teacher got angry.,おこる,okoru,憤る (ikidouru),ja
喜ぶ,to be happy / rejoice,Feeling joy,プレゼントを喜ぶ。 — To be happy with a present.,よろこぶ,yorokobu,祝う (iwau),ja
助ける,to help / rescue,Assisting someone,困っている人を助ける。 — Help people in trouble.,たすける,tasukeru,救う (sukuu),ja
頼む,to ask / request,Asking for a favor,"水をお願いします（頼む）。 — I request water, please.",たのむ,tanomu,依頼する (irai suru),ja
誘う,to invite,Asking someone to go,友達を映画に誘う。 — Invite a friend to a movie.,さそう,sasou,招く (maneku),ja
受ける,to receive / take,"Take an exam, receive",試験を受ける。 — I will take the exam.,うける,ukeru,受け取る (uketoru),ja
投げる,to throw,Propelling an object,ボールを投げる。 — Throw the ball.,なげる,nageru,,ja
踏む,to step on,Treading on something,足を踏まれた。 — My foot was stepped on.,ふむ,fumu,,ja
噛む,to chew / bite,Using teeth,よく噛んで食べる。 — Chew well and eat.,かむ,kamu,,ja
慣れる,to get used to,Become accustomed,新しい生活に慣れる。 — Get used to a new life.,なれる,nareru,,ja
泊まる,to stay overnight,Staying at a hotel,ホテルに泊まる。 — I stay at a hotel.,とまる,tomaru,宿泊する (shukuhaku suru),ja
直す,to fix / repair,Correcting a mistake,時計を直す。 — I repair the watch.,なおす,naosu,修理する (shuuri suru),ja
準備する,to prepare,Getting ready,旅行の準備をする。 — I prepare for a trip.,じゅんびする,junbi suru,用意する (youi suru),ja
寂しい,lonely,Feeling alone,一人で寂しい。 — I am lonely by myself.,さびしい,sabishii,孤独 (kodoku),ja
恥ずかしい,embarrassing / shy,Feeling ashamed,人前で歌うのは恥ずかしい。 — It's embarrassing to sing in public.,はずかしい,hazukashii,,ja
苦しい,painful / difficult,Physical or mental pain,息が苦しい。 — Difficult to breathe.,くるしい,kurushii,辛い (tsurai),ja
珍しい,rare / unusual,Not common,珍しい鳥を見つけた。 — I found a rare bird.,めずらしい,mezurashii,希少 (kishou),ja
素晴らしい,wonderful,Excellent,"素晴らしい景色ですね。 — It's a wonderful view, isn't it?",すばらしい,subarashii,最高 (saikou),ja
正しい,correct / right,Factually accurate,正しい答え。 — The correct answer.,ただしい,tadashii,正確 (seikaku),ja
酷い,awful / terrible,Bad quality/behavior,酷い天気だ。 — It's awful weather.,ひどい,hidoi,最悪 (saiaku),ja
細い,thin / slender,Small diameter,道が細い。 — The road is narrow (thin).,ほそい,hosoi,スリム (surimu),ja
太い,thick / fat,Large diameter,太い足。 — Thick legs.,ふとい,futoi,,ja
固い,hard / solid,Firm texture,このパンは固い。 — This bread is hard.,かたい,katai,硬い (katai),ja
柔らかい,soft,Supple texture,柔らかい布団。 — A soft futon.,やわらかい,yawarakai,ソフト (sofuto),ja
深い,deep,Large depth,この川は深い。 — This river is deep.,ふかい,fukai,,ja
浅い,shallow,Small depth,浅いプール。 — A shallow pool.,あさい,asai,,ja
危険,dangerous,Not safe,危険な場所。 — A dangerous place.,きけん,kiken,危ない (abunai),ja
複雑,complex,Not simple,複雑な問題。 — A complex problem.,ふくざつ,fukuzatsu,難解 (nankai),ja
単純,simple,Not complex,単純な理由。 — A simple reason.,たんじゅん,tanjun,簡単 (kantan),ja
丁寧,polite / careful,Good manners,丁寧な言葉。 — Polite language.,ていねい,teinei,礼儀正しい (reigi tadashii),ja
失礼,rude / impolite,Bad manners,失礼な態度。 — A rude attitude.,しつれい,shitsurei,無礼 (burei),ja
正直,honest,Truthful,正直に言って。 — Speak honestly.,しょうじき,shoujiki,素直 (sunao),ja
太陽,sun,The star in our system,太陽が昇る。 — The sun rises.,たいよう,taiyou,お日様 (ohisama),ja
星,star,Points of light in sky,星が輝いている。 — The stars are shining.,ほし,hoshi,,ja
地球,Earth,Our planet,地球は青かった。 — The Earth was blue.,ちきゅう,chikyuu,,ja
空気,air,Atmosphere,空気が美味しい。 — The air tastes good (is fresh).,くうき,kuuki,,ja
景色,scenery,View,山の景色。 — Mountain scenery.,けしき,keshiki,風景 (fuukei),ja
海岸,coast / beach,Land by the sea,海岸を散歩する。 — Walk along the coast.,かいがん,kaigan,浜辺 (hamabe),ja
砂漠,desert,Arid land,砂漠は暑い。 — The desert is hot.,さばく,sabaku,,ja
森林,forest,Wooded area,森林浴をする。 — To go forest bathing.,しんりん,shinrin,森 (mori),ja
季節,season,Time of year,一番好きな季節。 — My favorite season.,きせつ,kisetsu,四季 (shiki),ja
台所,kitchen,Cooking area,台所で料理する。 — Cook in the kitchen.,だいどころ,daidokoro,キッチン (kicchin),ja
玄関,entrance hall,Entrance of a home,玄関で靴を脱ぐ。 — Take off shoes at the entrance.,げんかん,genkan,入り口 (iriguchi),ja
お風呂,bath,Place to wash,お風呂に入る。 — Take a bath.,おふろ,ofuro,浴室 (yokushitsu),ja
冷蔵庫,refrigerator,Cold food storage,牛乳を冷蔵庫に入れる。 — Put the milk in the fridge.,れいぞうこ,reizouko,,ja
洗濯機,washing machine,Device for laundry,洗濯機を回す。 — Run the washing machine.,せんたくき,sentakuki,,ja
掃除機,vacuum cleaner,Device for cleaning,掃除機をかける。 — To vacuum.,そうじき,soujiki,,ja
鏡,mirror,Reflecting glass,鏡を見る。 — Look in the mirror.,かがみ,kagami,,ja
石鹸,soap,Cleaning agent,石鹸で手を洗う。 — Wash hands with soap.,せっけん,sekken,ソープ (soopu),ja
歯ブラシ,toothbrush,Dental tool,歯ブラシを替える。 — Change the toothbrush.,はぶらし,haburashi,,ja
包丁,kitchen knife,Cutting tool,包丁で野菜を切る。 — Cut vegetables with a knife.,ほうちょう,houchou,,ja
皿,plate,Dishware,皿を洗う。 — Wash the dishes.,さら,sara,,ja
茶碗,bowl / rice bowl,Vessel for rice,茶碗を割った。 — I broke the rice bowl.,ちゃわん,chawan,,ja
お箸,chopsticks,Eating utensils,お箸を使う。 — Use chopsticks.,おはし,ohashi,,ja
警察,police,Law enforcement,警察に届ける。 — Report to the police.,けいさつ,keisatsu,警官 (keikan),ja
消防署,fire station,Emergency facility,消防署はどこですか。 — Where is the fire station?,しょうぼうしょ,shoubou sho,,ja
お寺,temple,Buddhist religious site,古いお寺を訪ねる。 — Visit an old temple.,おてら,otera,,ja
地下鉄,subway,Underground train,地下鉄は便利だ。 — The subway is convenient.,ちかてつ,chikatetsu,,ja
港,port / harbor,Boat stop,横浜の港。 — Yokohama port.,みなと,minato,,ja
教室,classroom,Room for learning,教室に入る。 — Enter the classroom.,きょうしつ,kyoushitsu,,ja
試験,exam / test,Evaluation,試験に合格する。 — Pass the exam.,しけん,shiken,テスト (tesuto),ja
宿題,homework,Assignments,宿題を忘れた。 — I forgot my homework.,しゅくだい,shukudai,,ja
歴史,history,Past events,日本の歴史を学ぶ。 — Learn ja history.,れきし,rekishi,,ja
地理,geography,Study of land,地理の授業。 — Geography class.,ちり,chiri,,ja
数学,mathematics,Study of numbers,数学は苦手です。 — I am bad at math.,すうがく,suugaku,算数 (sansuu),ja
科学,science,Study of nature,科学の力。 — The power of science.,かがく,kagaku,,ja
法律,law,Legal rules,法律を守る。 — Obey the law.,ほうりつ,houritsu,,ja
自由,freedom,Liberty,自由になりたい。 — I want to be free.,じゆう,jiyuu,,ja
平和,peace,Lack of war,世界平和を願う。 — Pray for world peace.,へいわ,heiwa,,ja
戦争,war,Armed conflict,戦争が終わる。 — The war ends.,せんそう,sensou,,ja
経済,economy,Financial system,経済の状況。 — The economic situation.,けいざい,keizai,,ja
政治,politics,Government affairs,政治に関心がある。 — Interested in politics.,せいじ,seiji,,ja
記憶,memory,Mental record,記憶力がいい。 — Have a good memory.,きおく,kioku,,ja
感情,emotion,Feelings,感情を抑える。 — Suppress emotions.,かんじょう,kanjou,気持ち (kimochi),ja
習慣,habit / custom,Regular behavior,毎朝の習慣。 — Every morning's habit.,しゅうかん,shuukan,,ja
将来,future,Time to come,将来の夢。 — Dreams for the future.,しょうらい,shourai,未来 (mirai),ja
成功,success,Achievement,計画は成功した。 — The plan was a success.,せいこう,seikou,,ja
失敗,failure / mistake,Lack of success,失敗を恐れない。 — Don't fear failure.,しっぱい,shippai,ミス (misu),ja
勤める,to work for,To be employed at,銀行に勤めています。 — I work for a bank.,つとめる,tsutomeru,働く (hataraku),ja
捨てる,to throw away,Discarding,ゴミを捨てないで。 — Don't throw away trash.,すてる,suteru,処分する (shobun suru),ja
拾う,to pick up,Gathering from ground,タクシーを拾う。 — Pick up (hail) a taxi.,ひろう,hirou,,ja
磨く,to polish / brush,Cleaning by rubbing,歯を磨く。 — Brush teeth.,みがく,migaku,,ja
返す,to return (object),Giving back,お金を返す。 — Return the money.,かえす,kaesu,戻す (modosu),ja
謝る,to apologize,Expressing regret,彼に謝る。 — Apologize to him.,あやまる,ayamaru,陳謝する (chinsha suru),ja
祝う,to celebrate,Observing an event,誕生日を祝う。 — Celebrate a birthday.,いわう,iwau,祝福する (shukufuku suru),ja
壊す,to break,Damaging something,時計を壊した。 — I broke the watch.,こわす,kowasu,破壊する (hakai suru),ja
甘い,sweet,Taste,甘いお菓子。 — Sweet sweets.,あまい,amai,,ja
辛い,spicy / hot,Taste,辛いカレー。 — Spicy curry.,からい,karai,,ja
苦い,bitter,Taste,良薬は口に苦し。 — Good medicine tastes bitter.,にがい,nigai,,ja
塩辛い,salty,Taste,このスープは塩辛い。 — This soup is salty.,しおからい,shiokarai,しょっぱい (shoppai),ja
酸っぱい,sour,Taste,レモンは酸っぱい。 — Lemons are sour.,すっぱい,suppai,,ja
濃い,strong / thick,"Flavor, color, or liquid",コーヒーが濃い。 — The coffee is strong.,こい,koi,,ja
薄い,weak / thin,"Flavor, color, or paper",味が薄い。 — The flavor is weak.,うすい,usui,,ja
涼しい,cool,Temperature (pleasant),今日は涼しい。 — Today is cool.,すずしい,suzushii,,ja
暖かい,warm,Temperature (pleasant),暖かい春。 — A warm spring.,あたたかい,atatakai,,ja
汚い,dirty / messy,Condition,部屋が汚い。 — The room is dirty.,きたない,kitanai,不潔 (fuketsu),ja
丸い,round,Shape,丸い窓。 — A round window.,まるい,marui,,ja
四角い,square,Shape,四角い箱。 — A square box.,しかくい,shikakui,,ja
首,neck,Body part,首が痛い。 — My neck hurts.,くび,kubi,,ja
肩,shoulder,Body part,肩がこる。 — To have stiff shoulders.,かた,kata,,ja
胸,chest / breast,Body part,胸が熱くなる。 — My heart (chest) warms.,むね,mune,,ja
腰,waist / lower back,Body part,腰を下ろす。 — To sit down (lower waist).,こし,koshi,,ja
喉,throat,Body part,喉が渇いた。 — I am thirsty (throat is dry).,のど,nodo,,ja
腕,arm,Body part,腕を組む。 — Fold one's arms.,うで,ude,,ja
爪,nail / claw,Body part,爪を切る。 — Cut nails.,つめ,tsume,,ja
醤油,soy sauce,Seasoning,醤油をつける。 — Dip in soy sauce.,しょうゆ,shouyu,,ja
飲み物,drink,Beverage,冷たい飲み物。 — A cold drink.,のみもの,nomimono,飲料 (inryou),ja
菓子,sweets / snacks,Food,お菓子を食べる。 — Eat snacks.,かし,kashi,おやつ (oyatsu),ja
財布,wallet / purse,Item,財布を忘れた。 — I forgot my wallet.,さいふ,saifu,,ja
タオル,towel,Daily item,タオルで拭く。 — Wipe with a towel.,たおる,taoru,,ja
電気,electricity / light,Utility,電気を消す。 — Turn off the light.,でんき,denki,,ja
火,fire,Natural element,火に気をつけて。 — Be careful with fire.,ひ,hi,,ja
場所,place / location,General noun,場所を変える。 — Change the place.,ばしょ,bashyo,所 (tokoro),ja
近所,neighborhood,Area nearby,近所の公園。 — A neighborhood park.,きんじょ,kinjo,,ja
住所,address,Location,住所を書く。 — Write the address.,じゅうしょ,juusho,,ja
建物,building,Structure,高い建物。 — A tall building.,たてもの,tatemono,ビル (biru),ja
入口,entrance,Opening,入口はあちらです。 — The entrance is over there.,いりぐち,iriguchi,,ja
出口,exit,Opening,非常出口。 — Emergency exit.,でぐち,deguchi,,ja
予定,plan / schedule,Future action,明日の予定。 — Tomorrow's schedule.,よてい,yotei,計画 (keikaku),ja
利用,use / utilization,Using a service,バスを利用する。 — To use the bus.,りよう,riyou,使う (tsukau),ja
目的,purpose / aim,Goal,旅の目的。 — Purpose of the trip.,もくてき,mokuteki,,ja
突然,suddenly,Adverb,突然雨が降った。 — Suddenly it rained.,とつぜん,totsuzen,急に (kyuu ni),ja
急に,suddenly / in a hurry,Adverb,急に止まる。 — Stop suddenly.,きゅうに,kyuu ni,,ja
しばらく,for a while,Time,しばらく休みます。 — I will rest for a while.,しばらく,shibaraku,,ja
ずっと,all along / by far,Degree,ずっと待っていた。 — I was waiting all along.,ずっと,zutto,,ja
勝つ,to win,Triumph in a game,試合に勝つ。 — To win a match.,かつ,katsu,勝利する (shouri suru),ja
負ける,to lose,Defeat in a game,自分に負けないで。 — Don't lose to yourself.,まける,makeru,敗北する (haiboku suru),ja
信じる,to believe / trust,Faith in someone,あなたを信じています。 — I believe in you.,しんじる,shinjiru,信頼する (shinrai suru),ja
調べる,to investigate / check,Researching info,辞書で単語を調べる。 — Look up a word in a dictionary.,しらべる,shiraberu,調査する (chousa suru),ja
集める,to collect,Gathering items,切手を集めています。 — I am collecting stamps.,あつめる,atsumeru,収集する (shuushuu suru),ja
比べる,to compare,Contrast two things,去年と比べる。 — Compare with last year.,くらべる,kuraberu,比較する (hikaku suru),ja
変える,to change something,Modifying,計画を変える。 — Change the plan.,かえる,kaeru,変更する (henkou suru),ja
変わる,to change (itself),Becoming different,信号が変わる。 — The signal changes.,かわる,kawaru,変化する (henka suru),ja
驚く,to be surprised,Feeling shock,ニュースに驚いた。 — I was surprised by the news.,おどろく,odoroku,びっくりする (bikkuri suru),ja
褒める,to praise,Giving a compliment,先生に褒められた。 — I was praised by the teacher.,ほめる,homeru,称賛する (shousan suru),ja
叱る,to scold,Reprimanding,母に叱られた。 — I was scolded by my mother.,しかる,shikaru,怒る (okoru),ja
育てる,to raise / bring up,Nurturing,子供を育てる。 — Raise a child.,そだてる,sodateru,教育する (kyouiku suru),ja
続く,to continue,Go on without stopping,雨が三日続いた。 — The rain continued for three days.,つづく,tsuzuku,継続する (keizoku suru),ja
止める,to stop something,Ceasing an action,タバコを止める。 — Quit smoking.,やめる,yameru,中止する (chuushi suru),ja
決まる,to be decided,Being settled,日程が決まった。 — The schedule has been decided.,きまる,kimaru,決定する (kettei suru),ja
連絡する,to contact,Communicate,後で連絡します。 — I will contact you later.,れんらくする,renraku suru,伝える (tsutaeru),ja
紹介する,to introduce,Presenting someone,友達を紹介します。 — I will introduce my friend.,しょうかいする,shoukai suru,,ja
相談する,to consult,Discussing a problem,医者に相談する。 — Consult with a doctor.,そうだんする,soudan suru,,ja
夢,dream,Vision or goal,将来の夢は何ですか。 — What is your dream for the future?,ゆめ,yume,,ja
嘘,lie,Falsehood,嘘をつかないで。 — Don't tell lies.,うそ,uso,虚偽 (kyogi),ja
噂,rumor,Gossip,悪い噂を聞いた。 — I heard a bad rumor.,うわさ,uwasa,評判 (hyouban),ja
音,sound,Noise (inanimate),変な音がする。 — There is a strange sound.,おと,oto,サウンド (saundo),ja
光,light,Brightness,光が差し込む。 — Light shines in.,ひかり,hikari,輝き (kagayaki),ja
影,shadow / reflection,Dark shape,自分の影。 — One's own shadow.,かげ,kage,,ja
自然,nature,The natural world,自然を守ろう。 — Let's protect nature.,しぜん,shizen,,ja
環境,environment,Surroundings,環境に優しい。 — Environmentally friendly.,かんきょう,kankyou,,ja
技術,technology / skill,Technical ability,新しい技術。 — New technology.,ぎじゅつ,gijutsu,スキル (sukiru),ja
教育,education,Learning,教育は大切だ。 — Education is important.,きょういく,kyouiku,,ja
社会,society,The public,社会に出る。 — Enter society (start working).,しゃかい,shakai,,ja
幸福,happiness,Well-being,幸福な人生。 — A happy life.,こうふく,koufuku,幸せ (shiawase),ja
自信,confidence,Belief in oneself,自信を持って。 — Have confidence.,じしん,jishin,,ja
勇気,courage,Bravery,勇気を出して。 — Summon your courage.,ゆうき,yuuki,,ja
安心,relief / peace of mind,Feeling safe,それを聞いて安心した。 — I was relieved to hear that.,あんしん,anshin,ホッとする (hotto suru),ja
心配,worry / anxiety,Feeling uneasy,心配しないで。 — Don't worry.,しんぱい,shinpai,不安 (fuan),ja
残念,regrettable / pity,Disappointment,それは残念ですね。 — That's too bad (pity).,ざんねん,zannen,惜しい (oshii),ja
無理,impossible / excessive,Too difficult,無理しないでください。 — Please don't overdo it.,むり,muri,不可能 (fukanou),ja
無駄,waste,Uselessness,時間の無駄だ。 — It's a waste of time.,むだ,muda,,ja
不必要,unnecessary,Not required,不必要な外出を控える。 — Refrain from unnecessary outings.,ふひつよう,fuhitsuyou,無用 (muyou),ja
不思議,mysterious / strange,Wonder,不思議な話。 — A mysterious story.,ふしぎ,fushigi,奇妙 (kimyou),ja
当然,natural / obvious,Expected,当然の結果だ。 — It is a natural result.,とうぜん,touzen,当たり前 (atarimae),ja
偶然,by chance / coincidence,Accidental,駅で偶然会った。 — Met at the station by chance.,ぐうぜん,guuzen,たまたま (tamatama),ja
過去,the past,Gone by time,過去を振り返る。 — Look back on the past.,かこ,kako,,ja
現在,the present,Now,"現在、三時です。 — Currently, it is 3 o'clock.",げんざい,genzai,今 (ima),ja
暖房,heating,Warm air utility,暖房をつける。 — Turn on the heater.,だんぼう,danbou,,ja
冷房,air conditioning,Cold air utility,冷房が効いている。 — Air conditioning is working.,れいぼう,reibou,クーラー (kuuraa),ja
道具,tool,Equipment,掃除の道具。 — Cleaning tools.,どうぐ,dougu,ツール (tsuuru),ja
機会,opportunity / chance,Moment to act,良い機会です。 — It is a good opportunity.,きかい,kikai,チャンス (chansu),ja
目標,target / objective,Specific aim,目標を達成する。 — Achieve a target.,もくひょう,mokuhyou,ターゲット (taagetto),ja
結果,result,Outcome,テストの結果。 — Test results.,けっか,kekka,,ja
関係,relationship / connection,Involvement,彼との関係。 — Relationship with him.,かんけい,kankei,,ja
内容,content,Inside info,本の内容。 — Content of the book.,ないよう,naiyou,,ja
部分,part / section,Portion,その部分だけ直す。 — Fix only that part.,ぶぶん,bubun,箇所 (kasho),ja
全体,whole / entire,Total,全体を見る。 — Look at the whole.,ぜんたい,zentai,,ja
種類,kind / type,Variety,色々な種類がある。 — There are many types.,しゅるい,shurui,タイプ (taipu),ja
程度,degree / level,Amount,どの程度の速さ？ — How fast? (What degree of speed?),ていど,teido,レベル (reberu),ja
半分,half,50 percent,半分に分ける。 — Divide in half.,はんぶん,hanbun,,ja
以上,more than / that's all,Limit or conclusion,五人以上。 — More than five people.,いじょう,ijou,,ja
以下,less than,Limit,千円以下。 — 1000 yen or less.,いか,ika,,ja
以外,except for,Excluding,彼以外、皆来た。 — Everyone except him came.,いがい,igai,,ja
以内,within,Inside a limit,一時間以内に戻る。 — Return within one hour.,いない,inai,,ja
実は,actually / to tell the truth,Revealing a fact,"実は、嘘です。 — Actually, it's a lie.",じつは,jitsu wa,,ja
やはり,as expected / after all,Confirmation,"やはり、雨だった。 — As I thought, it rained.",やはり / やっぱり,yahari / yappari,案の定 (annojou),ja
絶対に,absolutely,Certainty,絶対に行きます。 — I will absolutely go.,ぜったいに,zettai ni,必ず (kanarazu),ja
決して,never (with negative),Strong negative,決して忘れない。 — I will never forget.,けっして,kesshite,全然 (ぜんぜん),ja
たまに,occasionally / once in a while,Low frequency,たまに外食する。 — I occasionally eat out.,たまに,tamani,時々 (tokidoki),ja
かなり,quite / considerably,Fairly high degree,かなり大きいです。 — It is quite big.,かなり,kanari,相当 (soutou),ja
生きる,to live / exist,Being alive,力強く生きる。 — To live strongly.,いきる,ikiru,生存する (seizon suru),ja
動く,to move,Physical movement,機械が動く。 — The machine moves.,うごく,ugoku,作動する (sadou suru),ja
飛ぶ,to fly,Moving through air,鳥が空を飛ぶ。 — Birds fly in the sky.,とぶ,tobu,,ja
登る,to climb,Ascending,山に登る。 — To climb a mountain.,のぼる,noboru,上がる (agaru),ja
渡る,to cross,Going across,道を渡る。 — To cross the road.,わたる,wataru,横断する (oudan suru),ja
踊る,to dance,Moving to music,一緒に踊りましょう。 — Let's dance together.,おどる,odoru,ダンスする (dansu suru),ja
弾く,to play (strings),Playing an instrument,ピアノを弾く。 — To play the piano.,ひく,hiku,,ja
叩く,to hit / clap,Striking,ドアを叩く。 — To knock (hit) on the door.,たたく,tataku,打つ (utsu),ja
祈る,to pray,Religious act / wish,平和を祈る。 — To pray for peace.,いのる,inoru,願う (negau),ja
並ぶ,to line up,Standing in a row,列に並ぶ。 — To stand in a line.,ならぶ,narabu,整列する (seiretsu suru),ja
届ける,to deliver,Bringing an item,荷物を届ける。 — To deliver a package.,とどける,todokeru,配達する (haitatsu suru),ja
壊れる,to break (intrans.),Getting damaged,スマホが壊れた。 — My smartphone broke.,こわれる,kowareru,故障する (koshou suru),ja
包む,to wrap,Covering with paper,プレゼントを包む。 — To wrap a present.,つつむ,tsutsumu,包装する (housou suru),ja
庭,garden / yard,Outdoor area of a house,庭で花を育てる。 — Grow flowers in the garden.,にわ,niwa,,ja
屋根,roof,Top of a building,赤い屋根の家。 — A house with a red roof.,やね,yane,,ja
壁,wall,Vertical structure,壁に絵を掛ける。 — Hang a picture on the wall.,かべ,kabe,,ja
階段,stairs,Steps between floors,階段を上る。 — Go up the stairs.,かいだん,kaidan,,ja
廊下,hallway,Corridor,廊下を走らないで。 — Don't run in the hallway.,ろうか,rouka,,ja
棚,shelf,Storage surface,本を棚に戻す。 — Put the book back on the shelf.,たな,tana,,ja
封筒,envelope,Stationery,封筒に切手を貼る。 — Stick a stamp on the envelope.,ふうとう,fuutou,,ja
葉書,postcard,Stationery,旅先から葉書を送る。 — Send a postcard from a trip.,はがき,hagaki,,ja
番号,number,Numerical identifier,電話番号を教えて。 — Tell me your phone number.,ばんごう,bangou,数字 (suuji),ja
名字,surname,Family name,彼の名字は佐藤です。 — His surname is Sato.,みょうじ,myouji,姓 (sei),ja
職業,occupation,Job / profession,職業は何ですか。 — What is your occupation?,しょくぎょう,shokugyou,仕事 (shigoto),ja
履歴書,resume / CV,Job application paper,履歴書を書く。 — To write a resume.,りれきしょ,rirekisho,,ja
面接,interview,Job meeting,明日は面接がある。 — I have an interview tomorrow.,めんせつ,mensetsu,,ja
給料,salary / pay,Earnings,給料日が楽しみだ。 — I look forward to payday.,きゅうりょう,kyuuryou,月給 (gekkyuu),ja
信号,traffic light,Road signal,信号が赤になる。 — The light turns red.,しんごう,shingou,,ja
橋,bridge,Crossing structure,大きな橋を渡る。 — Cross a big bridge.,はし,hashi,,ja
鉄道,railway,Train system,日本の鉄道は正確だ。 — Japan's railways are punctual.,てつどう,tetsudou,,ja
船,ship / boat,Water transport,船で海を渡る。 — Cross the sea by boat.,ふね,fune,ボート (booto),ja
