word,en,meaning,sentence,reading,romaji,synonyms,language
hart,heart,Organ,Hij heeft een groot **hart**. — He has a big **heart**.,,,kern;middelpunt;ziel,nl
via,via,By way of,We rijden **via** Brussel naar Parijs. — We drive **via** Brussels to Paris.,,,over;langs;door,nl
zoon,son,Male child,Mijn **zoon** is tien jaar. — My **son** is ten years old.,,,jongeling;mannelijke nakomeling,nl
gang,hallway / pace / course,Corridor,Loop door de **gang** naar rechts. — Walk through the **hallway** to the right.,,,corridor;hal;doorgang,nl
been,leg / bone,Body part,Mijn **been** doet pijn. — My **leg** hurts.,,,dijbeen;scheenbeen;kuit,nl
slecht,bad,Not good,Het weer is **slecht** vandaag. — The weather is **bad** today.,,,ellendig;beroerd;waardeloos,nl
immers,after all,Explanation word,Hij is **immers** de expert. — He is, **after all**, the expert.,tenslotte;toch;per slot van rekening;tenslotte;toch;per slot van rekening,nl
bezig,busy,Occupied,Ik ben **bezig** met een project. — I am **busy** with a project.,,,bezet;druk;aan het werk,nl
arm,arm / poor,Body part,Mijn **arm** doet pijn. — My **arm** hurts.,,,ledemaat;bovenarm;voorarm,nl
tien,ten,Number,Ik heb **tien** euro. — I have **ten** euros.,,,10;tiental,nl
wet,law,Rule,Iedereen moet de **wet** volgen. — Everyone must follow the **law**.,,,regel;decreet;voorschrift,nl
los,loose,Not fixed,De knoop zit **los**. — The knot is **loose**.,,,vrij;ongebonden;onvast,nl
bang,afraid,Fearful,Het kind is **bang** voor de hond. — The child is **afraid** of the dog.,,,angstig;beducht;bevreesd,nl
verband,connection,Relation,Er is een sterk **verband** tussen beide. — There is a strong **connection** between the two.,,,relatie;link;samenhang,nl
den,the (archaic),Old article,In **den** beginne was er niets. — In **the** beginning there was nothing.,,,de;het,nl
heten,to be called,Name verb,Hoe **heet** jij? — What are you **called**?,,,noemen;worden aangeduid,nl
dier,animal,Living creature,Dit **dier** leeft in het water. — This **animal** lives in the water.,,,beest;schepsel;wezen,nl
beschouwen,to consider,To view as,Wij **beschouwen** dit als een probleem. — We **consider** this a problem.,,,zien als;beoordelen;evalueren,nl
herinneren,to remember,Recall,Ik **herinner** me die dag goed. — I **remember** that day well.,,,gedenken;terugdenken;ophalen,nl
lucht,air / sky,Atmosphere,De **lucht** is blauw vandaag. — The **sky** is blue today.,,,atmosfeer;hemel;nevel,nl
bieden,to offer,To give opportunity,Dit museum **biedt** veel te zien. — This museum **offers** a lot to see.,,,aanbieden;presenteren;geven,nl
vijf,five,Number,Ik heb **vijf** katten. — I have **five** cats.,,,vijftal;kwintaal,nl
rug,back,Body part,Mijn **rug** doet pijn. — My **back** hurts.,,,ruggengraat;achterkant,nl
plotseling,suddenly,Unexpectedly,**Plotseling** begon het te regenen. — **Suddenly** it started to rain.,,,ineens;opeens;onverwacht,nl
zorgen,to care/worry,To take care or worry,Ik **zorg** voor mijn ouders. — I **care** for my parents.,,,koesteren;onderhouden;ondersteunen,nl
gezien,seen,Past of see,Heb jij dit film **gezien**? — Have you **seen** this film?,,,bekeken;aanschouwd;waargenomen,nl
inderdaad,indeed,Confirmation,**Inderdaad** dat klopt. — **Indeed** that is correct.,zeker;juist;werkelijk;zeker;juist;werkelijk,nl
maatschappelijk,social,Societal,Dit is een **maatschappelijk** probleem. — This is a **social** problem.,,,sociaal;gemeenschappelijk,nl
kiezen,to choose,To select,Ik moet tussen twee opties **kiezen**. — I have to **choose** between two options.,,,selecteren;uitkiezen;aanwijzen,nl
kennis,knowledge,Understanding,Ze heeft veel **kennis** van geschiedenis. — She has a lot of **knowledge** of history.,,,wetenschap;expertise;vaardigheid,nl
gemakkelijk,easy,Not difficult,Dit is een **gemakkelijke** taak. — This is an **easy** task.,,,simpel;eenvoudig;makkelijk,nl
angst,fear,Emotion,Hij heeft **angst** voor spinnen. — He has **fear** of spiders.,,,vrees;ontzetting;fobie,nl
behoren,to belong,To be part of,Dit **behoort** tot de beste films. — This **belongs** among the best films.,,,horen bij;deel zijn van,nl
laag,low,Small height,De muur is erg **laag**. — The wall is very **low**.,,,gering;minimaal;inferieur,nl
donker,dark,No light,Buiten is het **donker**. — It is **dark** outside.,,,duister;nachtelijk;schemerig,nl
verschil,difference,Not the same,Er is een groot **verschil** tussen hen. — There is a big **difference** between them.,,,onderscheid;contrast;kloof,nl
gelukkig,happy/fortunately,Feeling or luck,Ze is erg **gelukkig**. — She is very **happy**.,,,blij;vrolijk;content,nl
verschijnen,to appear,To become visible,Zijn boek **verschijnt** volgende maand. — His book **appears** next month.,,,opduiken;opdagen;aan het licht komen,nl
raam,window,Glass opening,Ze kijkt door het **raam**. — She looks through the **window**.,,,venster;glasraam;kozijn,nl
minuut,minute,Time unit,Ik ben er over vijf **minuten**. — I will be there in five **minutes**.,,,tijdseenheid;ogenblik,nl
betekenis,meaning,Definition,Wat is de **betekenis** van dit woord? — What is the **meaning** of this word?,,,definitie;inhoud;uitleg,nl
partij,party/group,Organization or group,Welke **partij** stem jij? — Which **party** do you vote for?,,,groep;club;beweging,nl
liefde,love,Emotion,**Liefde** is het mooiste gevoel. — **Love** is the most beautiful feeling.,,,genegenheid;toewijding;romantiek,nl
ervaring,experience,Knowledge from doing,Hij heeft veel **ervaring** in dit vak. — He has a lot of **experience** in this field.,,,routine;expertise;kennis,nl
lijden,to suffer,To feel pain,Ze **lijdt** aan chronische pijn. — She **suffers** from chronic pain.,,,pijn hebben;zuchten onder;verdragen,nl
sommige,some,A few,**Sommige** mensen vinden dat moeilijk. — **Some** people find that difficult.,,,bepaalde;een aantal;verscheidene,nl
pakken,to take/grab,To seize or pick up,Kun jij de tas **pakken**? — Can you **grab** the bag?,,,grijpen;nemen;meenemen,nl
direct,direct/immediately,Without delay,Ik ga **direct** naar huis. — I am going home **directly**.,,,meteen;onmiddellijk;rechtstreeks,nl
hond,dog,Animal,Onze **hond** is heel lief. — Our **dog** is very sweet.,,,hondachtige;viervoeter;huisdier,nl
voeren,to feed,Give food to,Ze **voert** de katten. — She **feeds** the cats.,,,te eten geven;van voedsel voorzien,nl
relatie,relationship,Connection between people,Ze hebben een goede **relatie**. — They have a good **relationship**.,,,verband;verbinding;omgang,nl
begrip,understanding/concept,Comprehension,Hij heeft geen **begrip** hiervoor. — He has no **understanding** of this.,,,inzicht;kennis;comprehensie,nl
mevrouw,madam,Polite address,Goede dag **mevrouw**. — Good day **madam**.,dame;vrouw;madame;dame;vrouw,nl
glimlachen,to smile,Facial expression,Ze **glimlacht** altijd. — She always **smiles**.,,,lachen;stralen;grijnen,nl
volgend,next,Coming after,De **volgende** trein vertrekt over tien minuten. — The **next** train departs in ten minutes.,,,aankomende;komende;opvolgende,nl
systeem,system,Organized structure,Dit **systeem** werkt niet goed. — This **system** does not work well.,,,methode;structuur;organisatie,nl
stil,quiet / silent / still,No sound,De bibliotheek is altijd **stil**. — The library is always **quiet**.,,,rustig;geluidloos;zwijgzaam,nl
knikken,to nod,Move head up and down,Ze **knikte** instemmend. — She **nodded** in agreement.,,,ja knikken;beamen,nl
doel,goal,Aim,Wat is het **doel** van dit project? — What is the **goal** of this project?,,,oogmerk;bedoeling;strekking,nl
dienst,service,Help or work,Hij doet **dienst** als bewaker. — He is on **duty** as a guard.,,,werk;baan;taak,nl
kopen,to buy,Purchase,Ik ga een nieuwe fiets **kopen**. — I am going to **buy** a new bicycle.,,,aanschaffen;verwerven;inslaan,nl
proces,process,Series of steps,Het rechtelijk **proces** duurt lang. — The legal **process** takes a long time.,,,procedure;methode;werkwijze,nl
volledig,complete,Whole,Hij heeft de taak **volledig** afgerond. — He has **completely** finished the task.,,,totaal;geheel;helemaal,nl
verschillend,different,Not the same,Ze hebben **verschillende** meningen. — They have **different** opinions.,,,divers;uiteenlopend;gevarieerd,nl
onderwijs,education,Learning system,Het **onderwijs** in Nederland is goed. — **Education** in the Netherlands is good.,,,scholing;opleiding;leerproces,nl
verliezen,to lose,Not win or misplace,We mogen niet **verliezen**. — We must not **lose**.,,,kwijtraken;mislopen;afleggen,nl
zwart,black,Color,Ze draagt een **zwarte** jurk. — She wears a **black** dress.,,,donker;pikzwart;nachtelijk,nl
menen,to think/mean,To believe,Ik **meen** dat hij gelijk heeft. — I **think** he is right.,,,denken;geloven;van mening zijn,nl
nadat,after,Time conjunction,**Nadat** ze had gegeten ging ze slapen. — **After** she had eaten she went to sleep.,na;wanneer;zodra;na;wanneer,nl
behoefte,need,Requirement,Er is een grote **behoefte** aan leraren. — There is a great **need** for teachers.,,,nood;noodzaak;tekort,nl
rustig,calm,Not busy,Dit dorp is heel **rustig**. — This village is very **calm**.,,,stil;vredig;bedaard,nl
eenmaal,once,One time,**Eenmaal** per week gaan we uit eten. — **Once** a week we go out to eat.,,,een keer;ooit;op een dag,nl
gedaan,done,Finished,Mijn werk is **gedaan**. — My work is **done**.,,,klaar;af;voltooid,nl
derde,third,Number order,Ze eindigt op de **derde** plaats. — She finishes in **third** place.,,,volgende;opvolgende,nl
drinken,to drink,Consume liquid,Ik **drink** elke ochtend koffie. — I **drink** coffee every morning.,,,consumeren;opdrinken;nuttigen,nl
contact,contact,Connection,We houden **contact** via e-mail. — We keep **contact** via email.,,,verbinding;communicatie;omgang,nl
eenvoudig,simple,Not complex,De uitleg was heel **eenvoudig**. — The explanation was very **simple**.,,,simpel;gemakkelijk;ongecompliceerd,nl
orde,order,Arrangement,Alles is in **orde**. — Everything is in **order**.,,,regelmaat;organisatie;structuur,nl
functie,function,Role,Wat is zijn **functie** bij het bedrijf? — What is his **function** at the company?,,,rol;taak;baan,nl
dik,thick / fat,Wide,Hij snijdt een **dikke** plak brood. — He cuts a **thick** slice of bread.,,,breed;vet;corpulent,nl
ongeveer,approximately,About,Er waren **ongeveer** honderd mensen. — There were **approximately** a hundred people.,,,zo'n;circa;bij benadering,nl
waarde,value,Worth,De **waarde** van dit huis is hoog. — The **value** of this house is high.,,,prijs;kost;belang,nl
warm,warm,Temperature,Het is **warm** vandaag. — It is **warm** today.,,,heet;lauw;tropisch,nl
paard,horse,Animal,Ze rijdt graag op een **paard**. — She likes to ride a **horse**.,,,merrie;hengst;ros,nl
ergens,somewhere / somehow,Unknown place,Hij woont **ergens** in de stad. — He lives **somewhere** in the city.,,,op een plek;een bepaalde plek,nl
vinger,finger,Body part,Ze wees met haar **vinger**. — She pointed with her **finger**.,,,wijsvinger;middelvinger;pink,nl
vreemd,strange,Unusual,Dit is een **vreemde** situatie. — This is a **strange** situation.,,,merkwaardig;bizar;ongewoon,nl
schieten,to shoot,To fire or move fast,Hij **schoot** de bal in het doel. — He **shot** the ball into the goal.,,,vuren;afschieten;gooien,nl
taal,language,Communication system,Nederlands is een mooie **taal**. — Dutch is a beautiful **language**.,,,spraak;tongue;communicatiesysteem,nl
ontdekken,to discover,Find something new,We hebben een nieuw eiland **ontdekt**. — We have **discovered** a new island.,,,vinden;aantreffen;blootleggen,nl
gesprek,conversation,Talk,We hadden een lang **gesprek**. — We had a long **conversation**.,,,discussie;dialoog;praatje,nl
mate,degree,Extent,In welke **mate** is dit nuttig? — To what **degree** is this useful?,,,graad;niveau;omvang,nl
volk,people/nation,Population,Het **volk** koos een nieuwe president. — The **people** chose a new president.,,,natie;bevolking;samenleving,nl
kleur,color,Visual property,Mijn lievelings**kleur** is blauw. — My favourite **colour** is blue.,,,tint;hue;nuance,nl
indruk,impression,Feeling about something,Hij maakte een goede **indruk**. — He made a good **impression**.,,,effect;beeld;idee,nl
drukken,to press/print,Apply pressure,Ze **drukt** op de knop. — She **presses** the button.,,,indrukken;duwen;aandrukken,nl
neer,down,Direction,Ze viel **neer** op de grond. — She fell **down** on the ground.,,,omlaag;naar beneden;eronder,nl
sterven,to die,End life,De plant **sterft** zonder water. — The plant **dies** without water.,,,overlijden;doodgaan;heengaan,nl
pijn,pain,Physical suffering,Mijn hoofd doet **pijn**. — My head is in **pain**.,,,smart;leed;kwelling,nl
aarde,earth,Planet or soil,De **aarde** draait om de zon. — The **earth** revolves around the sun.,,,wereld;globe;bodem,nl
glas,glass,Material or cup,Ze drinkt een **glas** water. — She drinks a **glass** of water.,,,drinkglas;beker;kelk,nl
artikel,article,Written piece,Ik heb een interessant **artikel** gelezen. — I read an interesting **article**.,,,stuk;bijdrage;publicatie,nl
onmiddellijk,immediately,Without delay,Kom **onmiddellijk** naar mijn kantoor. — Come to my office **immediately**.,,,direct;meteen;ogenblikkelijk,nl
werkelijkheid,reality,Real world,In de **werkelijkheid** is het anders. — In **reality** it is different.,,,realiteit;echtheid;feitelijkheid,nl
eind,end,Conclusion,We zijn aan het **eind** van de straat. — We are at the **end** of the street.,,,afloop;conclusie;finale,nl
persoonlijk,personal,Private,Dat is een **persoonlijke** kwestie. — That is a **personal** matter.,,,individueel;privé;eigen,nl
stoel,chair,Furniture,Ze zit op een comfortabele **stoel**. — She sits on a comfortable **chair**.,,,zetel;fauteuil;armstoel,nl
ruimte,space,Area,Er is geen **ruimte** meer. — There is no **space** left.,,,plek;gebied;capaciteit,nl
taak,task,Job,Mijn **taak** is om te helpen. — My **task** is to help.,,,opdracht;doel;verantwoordelijkheid,nl
voorkomen,to prevent/occur,Stop or happen,We moeten problemen **voorkomen**. — We must **prevent** problems.,,,vermijden;tegengaan;verhinderen,nl
moeite,effort/trouble,Difficulty,Het kost veel **moeite**. — It takes a lot of **effort**.,,,inspanning;werk;energie,nl
rood,red,Color,Ze draagt een **rode** jurk. — She wears a **red** dress.,,,scharlaken;karmozijn;vuurrood,nl
verandering,change,Alteration,Er is een grote **verandering** nodig. — A big **change** is needed.,,,modificatie;transformatie;aanpassing,nl
muur,wall,Structure,De **muur** is wit geschilderd. — The **wall** is painted white.,,,scheidingswand;wand;muurtje,nl
passen,to fit/suit,Be suitable,Dit past goed **bij** jou. — This **fits** you well.,,,kloppen;stroken;aansluiten,nl
geluid,sound,Noise,Hoor jij dat **geluid**? — Do you hear that **sound**?,,,klank;toon;noise,nl
z’n,his (informal),Possessive pronoun,Dat is **z’n** boek. — That is **his** book.,,,zijn,nl
bewegen,to move,Change position,Kun jij je vinger **bewegen**? — Can you **move** your finger?,,,verplaatsen;roeren;verroeren,nl
duren,to last,Take time,Hoe lang gaat dit **duren**? — How long will this **last**?,,,aanhouden;voortduren;vergen,nl
dokter,doctor,Medical professional,Ze gaat naar de **dokter**. — She goes to the **doctor**.,,,arts;geneesheer;medicus,nl
betrekking,relation,Connection,Dit heeft **betrekking** op ons plan. — This has a **bearing** on our plan.,,,relatie;verband;connectie,nl
gedrag,behavior,Actions,Zijn **gedrag** was onacceptabel. — His **behaviour** was unacceptable.,,,houding;optreden;manier van doen,nl
zee,sea,Large water body,We wandelen langs de **zee**. — We walk along the **sea**.,,,oceaan;water;diepzee,nl
hoor,hear (informal),Emphasis word,Dat snap ik **hoor**. — I understand that **you know**.,zeker;toch;wel;zeker;toch,nl
indien,if (formal),Condition,**Indien** je vragen hebt bel me. — **If** you have questions call me.,als;wanneer;mits;als;wanneer;mits,nl
vergeten,to forget,Not remember,Ik ben mijn sleutels **vergeten**. — I have **forgotten** my keys.,,,kwijtraken;niet meer weten;laten liggen,nl
bewust,aware,Knowing,Ik ben me **bewust** van de risico's. — I am **aware** of the risks.,,,doordrongen;beseffen;begrijpen,nl
raad,advice,Suggestion,Kan jij me **raad** geven? — Can you give me **advice**?,,,advies;tip;aanwijzing,nl
namelijk,namely,Explanation word,Ik kan niet komen **namelijk** ik ben ziek. — I cannot come **namely** I am sick.,want;immers;dat wil zeggen;want;immers;dat wil zeggen,nl
regel,rule,Guideline,Iedereen moet de **regels** volgen. — Everyone must follow the **rules**.,,,wet;norm;principe,nl
groeien,to grow,Increase,De planten **groeien** snel in de zomer. — The plants **grow** quickly in summer.,,,toenemen;zich uitbreiden;bloeien,nl
voordat,before,Earlier than,**Voordat** je gaat zeg je gedag. — **Before** you go you say goodbye.,voor;alvorens;eerder dan;voor;alvorens,nl
min,minus,Subtraction,Tien **min** vier is zes. — Ten **minus** four is six.,,,negatief;aftrekken,nl
boom,tree,Plant,Er staat een grote **boom** in de tuin. — There is a large **tree** in the garden.,,,eikenboom;beuk;conifeer,nl
dorp,village,Small town,Ze woont in een klein **dorp**. — She lives in a small **village**.,,,gehucht;gemeente;buurtschap,nl
gelijk,equal/right,Same or correct,Jullie hebben **gelijk**. — You are **right**.,,,juist;correct;waar,nl
beschrijven,to describe,Explain details,Kun je dit **beschrijven**? — Can you **describe** this?,,,omschrijven;schetsen;weergeven,nl
geschiedenis,history,Past events,Ze studeert **geschiedenis**. — She studies **history**.,,,verleden;annalen;historiek,nl
economisch,economic,Related to economy,De **economische** situatie is slecht. — The **economic** situation is bad.,,,financieel;commercieel;monetair,nl
vanaf,from,Starting point,**Vanaf** morgen ga ik vroeg opstaan. — **From** tomorrow I will get up early.,,,van;starting from,nl
koud,cold,Low temperature,Het is **koud** buiten. — It is **cold** outside.,,,ijskoud;vriezend;gelaat,nl
Leiden,Leiden,City in Netherlands,**Leiden** heeft een bekende universiteit. — **Leiden** has a well-known university.,,,Leye,nl
kop,head/cup,Top or mug,Hij drinkt een **kop** koffie. — He drinks a **cup** of coffee.,,,beker;kom,nl
voldoende,enough/sufficient,Enough quantity,Heb je **voldoende** geld? — Do you have **enough** money?,,,genoeg;toereikend;ruim,nl
stand,position/state,Condition,In welke **stand** bevindt de pomp zich? — In what **position** is the pump?,,,positie;toestand;status,nl
overal,everywhere,In all places,Er zijn mensen **overal**. — There are people **everywhere**.,,,allerwegen;rondom;op elke plek,nl
ernstig,serious,Severe or important,Dit is een **ernstige** ziekte. — This is a **serious** illness.,,,zwaar;bedenkelijk;acuut,nl
familie,family,Relatives,Mijn **familie** woont in Groningen. — My **family** lives in Groningen.,,,gezin;verwanten;bloedverwanten,nl
bekijken,to look at,To watch or examine,Zullen we de film **bekijken**? — Shall we **watch** the film?,,,zien;kijken naar;bezichtigen,nl
nogal,quite/rather,Fairly,Het is **nogal** warm buiten. — It is **quite** warm outside.,,,tamelijk;redelijk;vrij,nl
hoofdstuk,chapter,Part of a book,Ik lees het derde **hoofdstuk**. — I am reading the third **chapter**.,,,gedeelte;deel;sectie,nl
periode,period,Time span,Dit was een moeilijke **periode**. — This was a difficult **period**.,,,tijdperk;fase;tijdvak,nl
overigens,by the way,Additional remark,**Overigens** is hij een goede student. — **By the way** he is a good student.,,trouwens;bovendien;verder;trouwens;bovendien;verder,nl
sinds,since,From a time,**Sinds** gisteren is hij ziek. — He has been ill **since** yesterday.,,,van;sedert;nadat,nl
erop,on it,On something,Hij legt zijn hoofd **erop**. — He rests his head **on it**.,,,erbovenop;daarboven,nl
aard,nature/type,Kind or character,Dit is van een andere **aard**. — This is of a different **nature**.,,,type;karakter;soort,nl
allerlei,all kinds of,Various types,Er zijn **allerlei** mogelijkheden. — There are **all kinds of** possibilities.,,,diverse;uiteenlopende;tal van,nl
resultaat,result,Outcome,Het **resultaat** is positief. — The **result** is positive.,,,uitkomst;gevolg;conclusie,nl
keren,times (occurrences),Number of times,Dit is al tien **keren** gezegd. — This has been said ten **times**.,,,maal;keer,nl
omstandigheid,circumstance,Condition,Door de **omstandigheden** is hij thuis. — Due to the **circumstances** he is at home.,,,situatie;conditie;toestand,nl
normaal,normal,Usual,Dat is heel **normaal**. — That is very **normal**.,,,gebruikelijk;gewoon;standaard,nl
tonen,to show,To display,Hij **toont** zijn paspoort. — He **shows** his passport.,,,laten zien;presenteren;tentoonstellen,nl
noch,nor,Neither...nor,Hij **noch** zij kwamen. — **Neither** he nor she came.,,,en niet;evenmin,nl
breed,wide,Large width,De weg is erg **breed**. — The road is very **wide**.,,,ruim;uitgestrekt;spacious,nl
trouwens,by the way,Extra remark,**Trouwens** hoe is het met je? — **By the way** how are you?,overigens;terzijde;bovendien;overigens;terzijde;bovendien,nl
rond,around,Circular or surrounding,Ze lopen **rond** het meer. — They walk **around** the lake.,,,rondom;om;circulair,nl
toekomst,future,Time ahead,De **toekomst** ziet er goed uit. — The **future** looks good.,,,morgen;dat wat komt;perspectief,nl
Heer,Lord,Formal or religious title,Bid tot de **Heer**. — Pray to the **Lord**.,,,God;Almachtige;Schepper,nl
opzicht,respect/aspect,Point of view,In dat **opzicht** heeft hij gelijk. — In that **respect** he is right.,,,aspect;perspectief;oogpunt,nl
organisatie,organization,Structured group,Ze werkt bij een grote **organisatie**. — She works at a large **organisation**.,,,instelling;bedrijf;instituut,nl
speciaal,special,Particular,Dit is een **speciale** dag. — This is a **special** day.,,,bijzonder;uitzonderlijk;uniek,nl
bezitten,to own,To have property,Hij **bezit** een groot huis. — He **owns** a large house.,,,hebben;in eigendom hebben;houden,nl
patiënt,patient,Person receiving care,De **patiënt** wacht op de arts. — The **patient** is waiting for the doctor.,,,zieke;cliënt;lijder,nl
broer,brother,Male sibling,Mijn **broer** woont in Amsterdam. — My **brother** lives in Amsterdam.,,,broeder;mannelijk familielid,nl
opeens,suddenly,Unexpectedly,**Opeens** begon het te regenen. — **Suddenly** it started to rain.,,,plotseling;ineens;abrupt,nl
omgeving,environment,Surroundings,De **omgeving** is erg mooi. — The **surroundings** are very beautiful.,,,buurt;streek;milieu,nl
opvatting,opinion,Viewpoint,Dat is mijn persoonlijke **opvatting**. — That is my personal **opinion**.,,,mening;standpunt;visie,nl
leveren,to deliver,To provide,We **leveren** de goederen morgen. — We **deliver** the goods tomorrow.,,,afleveren;bezorgen;verstrekken,nl
hopen,to hope,Wish for something,Ik **hoop** dat het morgen mooi weer is. — I **hope** the weather will be nice tomorrow.,,,wensen;verlangen;verwachten,nl
totaal,total,Whole amount,Het **totaal** bedrag is honderd euro. — The **total** amount is a hundred euros.,,,som;geheel;heel,nl
jongens,boys,Male children,De **jongens** spelen buiten. — The **boys** are playing outside.,,,kerels;knapen,nl
zes,six,Number,Ik heb **zes** appels. — I have **six** apples.,,,zestal;sextet,nl
overheid,government,Public authority,De **overheid** neemt maatregelen. — The **government** is taking measures.,,,bestuur;staat;autoriteiten,nl
bevinden,to be located,To be situated,We **bevinden** ons in Amsterdam. — We are **located** in Amsterdam.,,,zijn;verblijven;aanwezig zijn,nl
afstand,distance,Space between,De **afstand** naar Parijs is groot. — The **distance** to Paris is large.,,,weg;kilometertal;ruimte,nl
vervolgens,then/afterwards,Next step,Ze at en **vervolgens** gingen we dansen. — She ate and **then** we went dancing.,daarna;nadien;hierna;daarna;nadien;hierna,nl
wetenschap,science,Study of knowledge,De **wetenschap** maakt grote vorderingen. — **Science** is making great progress.,,,kennis;studie;onderzoek,nl
vertrekken,to leave/depart,To go away,We **vertrekken** om negen uur. — We **depart** at nine o'clock.,,,weggaan;afreizen;vertrekken,nl
ondanks,despite,In spite of,**Ondanks** de regen gingen we toch. — **Despite** the rain we went anyway.,,,hoewel;al is het;zij het,nl
durven,to dare,Have courage,Ik **durf** niet van de toren te springen. — I **dare** not jump from the tower.,,,riskeren;wagen;het aandurven,nl
betalen,to pay,Give money,Ik ga nu **betalen**. — I am going to **pay** now.,,,afrekenen;voldoen;vereffenen,nl
eindelijk,finally,At last,**Eindelijk** is hij thuis. — **Finally** he is home.,,,uiteindelijk;tenslotte;na lang wachten,nl
vrijheid,freedom,Liberty,**Vrijheid** is een groot goed. — **Freedom** is a great asset.,,,onafhankelijkheid;autonomie;soevereiniteit,nl
leeg,empty,Nothing inside,De fles is **leeg**. — The bottle is **empty**.,,,hol;onbezet;nietig,nl
blauw,blue,Color,De lucht is **blauw**. — The sky is **blue**.,,,azuurblauw;kobaltblauw;marineblauw,nl
lief,sweet/kind,Nice behavior,Ze is heel **lief** voor haar moeder. — She is very **sweet** to her mother.,,,aardig;vriendelijk;hartelijk,nl
klaar,ready / done / finished,Finished/prepared,Ben je **klaar** met eten? — Are you **done** eating?,,,af;gereed;voltooid,nl
ontwikkelen,to develop,To grow or improve,Het bedrijf **ontwikkelt** nieuwe technologie. — The company **develops** new technology.,,,groeien;uitwerken;verbeteren,nl
stap,step,Movement forward,Dit is een grote **stap** vooruit. — This is a big **step** forward.,,,voetstap;tred;poot,nl
schudden,to shake,Move quickly,Ze **schudde** haar hoofd. — She **shook** her head.,,,bewegen;trillen;beven,nl
omhoog,upwards,Direction up,De ballon gaat **omhoog**. — The balloon goes **upwards**.,,,naar boven;omhoog;opwaarts,nl
karakter,character,Personality,Ze heeft een sterk **karakter**. — She has a strong **character**.,,,persoonlijkheid;aard;natuur,nl
gegeven,given,Provided fact,Dat is een interessant **gegeven**. — That is an interesting **fact**.,,,feit;data;informatie,nl
zwijgen,to be silent,Not speak,Hij bleef **zwijgen**. — He remained **silent**.,,,niets zeggen;stilhouden;dicht blijven,nl
verklaren,to explain/declare,Make clear,Kun je dit **verklaren**? — Can you **explain** this?,,,uitleggen;toelichten;verduidelijken,nl
voorstellen,to propose/imagine,Suggest or imagine,Ik wil een idee **voorstellen**. — I would like to **propose** an idea.,,,suggereren;presenteren;aanbieden,nl
ziekte,illness,Health problem,Ze herstelt van een ernstige **ziekte**. — She is recovering from a serious **illness**.,,,aandoening;kwaal;infectie,nl
dringen,to urge/push,Push forward,De menigte **drong** naar voren. — The crowd **pressed** forward.,,,duwen;aandringen;dringen,nl
hoogte,height,Vertical measure,Op welke **hoogte** vliegt het vliegtuig? — At what **height** does the plane fly?,,,niveau;niveau;altitudo,nl
theorie,theory,Idea or explanation,Dit is slechts een **theorie**. — This is only a **theory**.,,,hypothese;veronderstelling;concept,nl
bloed,blood,Body fluid,Er is **bloed** op zijn shirt. — There is **blood** on his shirt.,,,bloed;rode vloeistof,nl
beleid,policy,Plan of action,Het nieuwe **beleid** treedt in werking. — The new **policy** comes into effect.,,,strategie;plan;aanpak,nl
strijd,fight/struggle,Conflict,Ze voerden een lange **strijd**. — They fought a long **struggle**.,,,conflict;gevecht;confrontatie,nl
zorg,care,Attention/help,Ze neemt de **zorg** voor de kinderen. — She takes **care** of the children.,,,aandacht;onderhoud;hulp,nl
gauw,quickly,Fast,Kom **gauw**! — Come **quickly**!,,,snel;vlug;haastig,nl
besluiten,to decide,Make a choice,Ze **besloot** te stoppen. — She **decided** to stop.,,,beslissen;vaststellen;oordelen,nl
beter,better,Improved,Hij voelt zich **beter** vandaag. — He feels **better** today.,,,verbeterd;meer verbeterd;gezonder,nl
dochter,daughter,Female child,Haar **dochter** studeert geneeskunde. — Her **daughter** studies medicine.,,,meisje;dochtertje,nl
stappen,to step,Walk,Ze **stappen** in de bus. — They **step** into the bus.,,,lopen;treden;gaan,nl
droom,dream,Thought during sleep,Ik had een mooie **droom**. — I had a beautiful **dream**.,,,fantasie;visioen;wensdroom,nl
schrijver,writer,Author,Hij is een beroemde **schrijver**. — He is a famous **writer**.,,,auteur;literator;scribent,nl
doch,however,Contrast word,Ik wil gaan **doch** ik kan niet. — I want to go **but** I cannot.,maar;echter;toch;maar;echter;toch,nl
tuin,garden,Outdoor space,Wij hebben een grote **tuin**. — We have a large **garden**.,,,park;plantsoen;hof,nl
maatschappij,society,Community,De **maatschappij** verandert snel. — **Society** is changing rapidly.,,,samenleving;wereld;gemeenschap,nl
bedrijf,company,Business,Ze werkt bij een klein **bedrijf**. — She works at a small **company**.,,,firma;onderneming;zaak,nl
meter,meter,Unit of length,De kamer is tien **meter** lang. — The room is ten **metres** long.,,,maat;lengtemaat,nl
springen,to jump,Leap,Het kind **springt** van vreugde. — The child **jumps** for joy.,,,huppelen;buitelen;opspringen,nl
Jan,Jan,Male name,**Jan** is een veelgebruikte Nederlandse naam. — **Jan** is a commonly used Dutch name.,,,Johannes;Johan,nl
beneden,downstairs,Lower place,Ze woont **beneden**. — She lives **downstairs**.,,,onderaan;omlaag;eronder,nl
vandaag,today,Current day,**Vandaag** is het mooi weer. — The weather is nice **today**.,,,op de dag zelf;heden,nl
